id,school,sex,age.x,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian.x,traveltime.x,studytime.x,failures.x,schoolsup.x,famsup.x,paid.x,activities.x,higher.x,romantic.x,famrel.x,freetime.x,goout.x,Dalc.x,Walc.x,health.x,absences.x,G1.x,G2.x,G3.x,guardian.y,traveltime.y,studytime.y,failures.y,schoolsup.y,famsup.y,paid.y,activities.y,higher.y,romantic.y,famrel.y,freetime.y,goout.y,Dalc.y,Walc.y,health.y,absences.y,G1.y,G2.y,G3.y,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
357,MS,F,18,U,GT3,T,1,1,other,other,course,yes,no,mother,2,2,1,no,no,no,yes,yes,no,1,1,1,1,1,5,0,6,5,0,mother,3,2,2,no,no,no,yes,yes,yes,3,4,4,2,2,5,3,7,8,7,4,2,4,3,4,4,2,3,4,5,3,3,5,4,4,2,4,5,3,2,4,2,4,1,2,4,2,2,5,5,4,2,2,2,3,1,3,4,4,3,4,4,2,1,1,3,1,3,2,3,5,1,2,3,3,1,3,3,3,3,5,3,5,2,1,2,3,2,5,4,2,5,4,4,3,3,3,1,4,3,3,1,3,3,5,4,4,4,2,2,2,2,2,5,5,5,5,3,4,3,2,1,1,4,4,4,5,5,2,1,1,1,2,1,2,2,5,4,4,4,2,4,4,4,4,4,2,5,2,1,2,2,3,4,4,5,4,2,5,5,2,2,2,2,3,2,3,2,2,4,2,2,4,4,4,4,4,2,2,2,2,3,2
358,MS,F,18,U,GT3,T,1,1,other,other,course,yes,no,mother,2,2,1,no,no,no,yes,yes,no,1,1,1,1,1,5,0,6,5,0,mother,2,2,0,no,no,no,yes,yes,no,1,1,1,1,1,5,6,11,12,9,4,4,4,5,4,4,5,4,0,1,4,4,4,5,4,2,4,4,4,2,4,2,4,2,4,4,4,2,1,2,2,1,2,4,2,2,2,4,4,4,1,3,4,2,4,5,3,4,2,1,2,1,2,2,4,1,4,4,2,3,4,2,4,4,4,3,4,4,4,2,2,2,4,5,5,4,2,4,4,1,2,1,1,3,2,2,4,4,1,4,4,5,4,4,5,4,5,4,1,2,2,1,1,2,2,2,4,4,4,3,2,4,4,2,2,3,4,2,4,2,2,4,4,5,4,5,3,3,2,1,1,1,2,2,3,4,2,4,4,4,5,4,2,4,3,4,3,4,2,2,4,2,4,2,1,4,1,1,2,4,2,4,4
359,MS,F,18,U,GT3,T,2,3,at_home,services,course,yes,yes,father,2,1,0,no,yes,yes,no,yes,yes,5,2,3,1,2,4,0,11,10,10,father,2,1,0,no,yes,no,no,yes,yes,5,2,3,1,2,4,0,10,10,10,4,5,4,4,4,5,4,3,2,1,4,5,4,3,3,4,3,4,3,3,2,1,1,3,4,4,2,3,3,3,3,2,2,4,3,3,4,4,4,3,2,3,2,1,2,3,2,3,2,4,5,2,4,3,4,5,0,5,2,3,1,2,3,3,4,4,3,4,3,4,1,4,2,5,5,5,2,4,5,1,1,1,2,2,3,3,3,5,1,3,4,4,3,3,3,5,4,4,2,3,3,2,3,2,1,3,2,2,4,4,2,3,4,3,3,3,4,3,2,2,3,2,2,4,4,5,3,3,1,1,1,1,3,2,2,4,4,4,4,4,3,4,3,3,2,4,3,3,3,2,3,3,4,4,3,3,3,3,3,3,3,5,3
36,GP,F,15,U,LE3,T,3,2,services,other,reputation,yes,yes,mother,1,2,0,no,yes,yes,no,yes,no,4,4,4,1,1,5,10,7,6,6,mother,1,2,0,no,yes,no,no,yes,no,4,4,4,1,1,5,4,12,11,11,4,3,3,2,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,2,4,4,4,4,3,2,2,3,3,2,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,4,3,3,3,2,2,2,1,3,3,4,4,4,4,4,3,4,4,4,4,3,3,2,3,3,4,4,4,2,2,3,4,4,3,2,3,2,3,3,4,4,3,3,3,2,4,4,5,4,4,4,4,2,3,4,5,4,4,4,4,3,2,3,2,2,3,2,2,4,3,3,3,4,4,4,3,4,4,4,4,3,3,2,2,3,3,4,4,3,4,4,5,4,3,2,3,4,4,3,3,4,4,3,4,2,3,3,2,4,3,4,3,4,3,3
360,MS,F,18,U,GT3,T,3,3,other,other,home,yes,yes,mother,1,2,0,no,no,yes,no,yes,yes,4,1,3,1,2,1,0,15,15,15,mother,1,2,0,no,no,no,no,yes,yes,4,1,3,1,2,1,1,16,16,16,3,2,3,2,3,3,4,4,4,4,2,4,3,4,4,3,2,2,2,3,2,3,3,2,4,4,3,1,4,2,1,2,4,5,4,5,5,5,5,2,2,1,1,3,4,2,3,3,2,2,2,4,1,2,1,3,4,3,4,4,4,4,5,4,2,3,4,3,1,2,2,2,0,1,4,1,3,1,3,4,3,3,4,4,5,2,5,1,5,1,1,1,2,3,3,3,3,4,4,4,2,3,3,4,4,2,5,5,2,1,1,1,3,4,5,3,2,4,2,4,2,5,4,3,3,3,3,3,4,4,4,4,4,4,3,4,2,4,3,4,4,2,2,5,4,5,5,4,1,1,1,2,4,5,5,5,4,2,5,5,2,2,2
361,MS,F,18,U,GT3,T,3,3,services,services,course,yes,no,father,1,2,0,no,yes,no,no,yes,yes,5,3,4,1,1,5,0,10,9,9,father,1,2,0,no,yes,no,no,yes,yes,5,3,4,1,1,5,0,10,10,10,4,4,5,5,4,4,4,4,2,1,4,3,4,5,4,2,5,5,5,3,1,1,1,3,5,3,3,2,1,3,1,1,1,4,5,3,2,5,3,3,4,2,2,3,5,4,5,4,4,4,2,1,1,4,5,5,5,2,1,3,4,1,3,3,3,4,4,4,2,3,4,5,4,3,5,2,2,2,4,1,3,3,2,2,2,5,1,3,1,3,4,4,5,3,1,5,5,2,2,3,4,1,3,4,4,4,3,4,2,2,3,2,3,4,4,4,4,4,4,4,3,3,5,5,5,5,3,4,3,4,3,4,3,4,5,4,4,1,5,5,5,5,5,4,5,5,5,4,3,2,2,5,4,4,4,3,3,1,4,3,1,4,5
362,MS,F,18,U,GT3,T,3,3,services,services,other,yes,yes,mother,2,2,0,no,yes,no,no,yes,yes,4,3,2,1,3,3,0,11,11,10,mother,2,2,0,no,yes,no,no,yes,yes,4,3,2,1,3,3,6,13,12,13,4,2,4,4,4,5,2,5,2,5,5,5,5,5,1,3,4,4,5,5,2,5,2,4,4,1,0,2,4,3,4,4,4,4,4,4,4,4,5,5,4,2,2,1,5,5,1,4,2,4,4,5,1,5,4,5,4,4,4,2,4,4,2,4,5,5,1,1,4,4,2,1,4,2,5,2,5,4,2,1,4,1,5,5,1,4,5,5,2,1,2,1,4,5,4,4,5,2,3,4,4,2,5,5,5,5,5,5,1,2,2,2,5,4,5,5,1,5,5,4,4,1,4,5,5,4,4,4,2,4,4,2,5,5,5,5,5,5,5,5,4,1,4,5,4,5,5,4,1,1,1,4,5,5,4,5,5,5,5,2,4,4,5
363,MS,F,18,U,LE3,T,1,1,at_home,services,course,yes,yes,father,2,3,0,no,no,no,no,yes,no,5,3,2,1,1,4,0,18,16,16,father,2,3,0,no,no,no,no,yes,no,5,3,2,1,1,4,0,19,17,18,3,4,4,4,4,3,4,2,1,1,4,3,4,4,3,4,4,5,2,3,3,2,2,4,3,4,3,3,2,2,2,2,3,4,4,4,3,4,4,3,3,3,4,2,1,5,1,4,2,1,5,2,5,4,4,1,5,4,1,2,5,1,3,2,3,3,3,4,4,4,2,4,2,4,4,3,1,3,4,3,1,1,3,3,3,3,3,3,1,3,3,4,4,2,4,4,5,2,2,2,4,2,2,3,3,1,3,2,3,3,2,2,5,5,4,3,4,4,4,3,3,3,3,3,3,5,3,3,2,2,2,2,3,3,4,4,3,5,4,5,3,2,2,4,3,5,4,4,2,1,1,2,3,3,3,3,2,3,3,3,3,4,4
364,MS,F,18,U,LE3,T,3,1,teacher,services,course,yes,yes,mother,1,2,0,no,yes,yes,no,yes,no,4,3,4,1,1,1,0,7,9,8,mother,1,2,0,no,yes,no,no,yes,no,4,3,4,1,1,1,4,15,15,16,5,5,5,5,5,5,5,3,1,1,5,4,5,5,5,4,5,5,5,3,3,1,1,3,5,4,4,4,5,3,3,3,2,4,4,5,3,4,5,5,1,4,2,2,2,5,1,5,4,1,5,3,5,3,5,1,4,4,1,3,5,1,3,3,5,5,3,5,5,2,2,5,4,5,5,5,1,5,5,1,1,1,1,3,4,2,2,3,1,4,4,5,5,4,5,5,5,5,3,3,3,5,5,5,5,3,5,5,5,5,5,5,5,4,2,5,4,5,5,4,2,4,4,5,5,5,5,5,0,1,1,1,3,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,4,3,3,2,1,1,1,2,2,3,4,4,5
365,MS,F,19,R,GT3,T,2,3,services,other,course,no,yes,mother,1,3,1,no,no,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0,mother,1,3,1,no,no,no,yes,yes,no,5,4,2,1,2,5,4,10,11,10,4,2,4,3,3,3,3,3,2,4,4,5,5,5,5,2,4,4,4,3,5,2,1,4,4,4,4,3,2,2,2,2,3,2,1,3,3,2,2,4,2,4,4,1,1,4,2,0,2,2,5,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,0,1,4,4,2,5,4,4,4,4,2,2,3,4,4,1,4,3,2,2,1,2,1,4,4,5,5,4,5,2,4,2,2,2,4,2,1,4,3,2,4,4,3,3,2,2,4,5,3,3,4,4,5,4,2,2,3,4,2,4,2,2,2,2,1,4,2,5,4,5,5,5,5,5,2,4,2,5,1,2,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4
366,MS,M,17,R,GT3,T,4,3,services,other,home,no,yes,mother,2,2,0,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,13,11,11,mother,2,2,1,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,10,11,11,4,5,4,2,5,4,4,5,2,1,1,4,5,5,4,1,4,4,4,4,4,1,2,0,5,4,4,2,2,1,3,1,2,4,4,4,4,4,4,3,1,4,1,3,3,5,3,4,2,2,5,3,3,3,5,3,5,5,1,1,5,1,2,4,2,2,5,4,2,3,2,4,5,4,4,4,2,3,5,2,2,2,4,1,3,3,3,4,2,3,4,5,4,3,4,4,4,3,2,4,4,4,4,3,2,1,3,4,4,3,2,4,4,3,2,1,4,2,3,4,5,2,5,4,5,5,3,4,2,4,0,2,2,2,3,4,3,3,5,4,5,4,5,4,4,4,4,4,4,3,4,1,2,3,2,1,2,1,4,1,3,5,5
367,MS,M,17,U,GT3,T,2,3,other,services,home,yes,yes,father,2,2,0,no,no,no,yes,yes,no,4,4,3,1,1,3,2,11,11,10,father,2,2,0,no,no,no,yes,yes,no,4,4,3,1,1,3,4,14,15,16,4,4,4,3,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,3,4,2,3,2,1,2,2,4,3,4,4,4,4,4,2,4,2,3,4,4,4,2,3,3,4,2,4,2,2,5,2,4,4,3,3,4,4,4,3,2,4,4,1,2,2,2,2,4,4,5,4,4,4,3,3,2,3,2,4,4,4,3,2,2,3,3,4,4,3,4,4,4,3,4,2,3,2,3,3,2,4,2,4,4,4,4,4,2,2,2,4,4,2,2,2,2,2,5,4,4,4,3,2,2,2,4,4,2,2,2,2,4,3,5,2,4,2,4,4,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4
368,MS,M,17,U,GT3,T,3,3,health,other,course,yes,yes,mother,2,2,0,no,yes,yes,no,yes,no,4,5,4,2,3,3,2,13,13,13,mother,2,2,1,no,yes,no,no,yes,no,4,5,4,2,3,3,4,8,9,10,3,3,2,3,2,3,4,4,3,3,4,4,4,5,4,4,2,4,2,2,3,1,2,5,4,2,4,2,2,1,2,2,2,4,2,2,3,4,2,4,3,4,2,1,2,4,2,4,2,2,4,2,2,3,4,1,4,4,1,2,5,2,2,3,2,2,2,2,4,3,4,5,4,3,2,2,4,2,3,5,5,3,2,3,3,3,2,3,2,4,4,2,2,3,2,1,1,3,2,2,3,4,4,3,3,4,2,2,3,4,4,4,3,3,2,2,4,2,2,2,2,3,2,1,3,3,3,2,4,3,4,4,2,3,3,4,4,2,4,4,3,2,4,4,4,5,4,4,4,2,2,2,4,2,3,4,2,2,2,2,2,2,3
369,MS,M,17,U,LE3,T,3,1,services,services,course,no,yes,mother,2,1,0,no,no,no,no,yes,no,2,4,5,3,4,2,3,14,16,16,mother,2,1,0,no,no,no,no,yes,no,2,4,5,3,4,2,6,10,10,10,5,4,4,4,5,4,4,5,2,2,4,2,2,3,4,4,2,5,1,2,1,1,4,1,5,5,5,4,2,2,2,4,2,4,2,2,2,4,4,4,2,2,1,2,2,5,2,5,4,1,3,1,4,1,2,5,4,3,2,4,1,1,4,4,1,2,4,4,4,4,2,4,4,5,5,5,1,4,5,2,5,4,5,1,5,2,1,4,1,4,5,4,2,5,5,4,5,4,4,4,1,1,1,4,2,2,4,4,2,2,2,2,1,2,2,4,2,1,4,4,5,5,5,4,4,4,1,2,2,1,2,1,2,4,5,5,5,5,5,5,2,1,1,5,2,4,4,5,1,1,1,4,4,5,1,4,4,2,4,4,5,5,4
37,GP,F,15,U,LE3,T,4,2,health,other,other,yes,yes,mother,1,2,0,no,yes,yes,no,yes,no,4,3,3,1,1,5,2,11,13,13,mother,1,2,0,no,yes,no,no,yes,no,4,3,3,1,1,5,0,16,14,16,4,4,4,4,4,3,4,2,2,2,3,3,4,4,4,3,4,4,4,2,2,2,4,2,2,3,4,4,3,2,2,2,3,4,3,4,3,2,3,3,3,3,2,3,4,4,3,3,3,4,2,2,2,3,4,4,4,3,2,2,4,2,3,4,3,4,4,4,2,2,2,2,4,4,4,4,2,4,4,2,2,4,2,2,3,3,2,3,2,4,4,4,4,2,3,4,4,2,3,3,2,3,2,2,2,2,3,3,4,4,3,4,4,2,2,4,4,3,4,3,4,4,4,4,4,4,3,4,3,4,2,3,3,2,3,4,3,4,4,4,4,4,2,4,4,4,3,3,3,3,2,2,2,2,2,2,3,2,3,2,4,4,4
370,MS,M,18,R,GT3,T,1,3,at_home,other,course,yes,no,mother,2,2,0,no,yes,yes,no,yes,no,3,3,4,2,4,3,4,10,10,10,mother,2,2,0,no,yes,yes,no,yes,no,3,3,4,2,4,3,0,8,10,9,4,4,4,4,4,4,4,4,2,2,4,5,5,4,5,3,4,5,2,3,2,1,2,3,4,4,4,3,1,2,2,2,2,3,3,3,3,3,3,3,2,4,4,3,3,4,2,5,4,2,3,2,1,2,3,2,2,1,4,3,5,4,4,3,3,3,3,2,3,3,2,4,3,4,5,3,1,4,3,4,2,2,3,4,3,3,3,3,1,3,4,3,3,4,5,3,2,4,4,3,2,2,2,4,3,4,4,3,2,2,2,2,2,4,2,4,4,2,4,2,4,4,4,4,4,4,4,4,1,1,1,1,2,3,3,3,2,3,2,4,3,4,4,2,4,2,2,4,4,4,5,4,4,2,1,4,2,2,2,3,3,5,4
371,MS,M,18,R,GT3,T,2,1,other,other,other,no,yes,mother,2,1,0,no,no,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,mother,2,1,0,no,no,no,yes,yes,yes,4,4,3,1,3,5,0,7,7,0,5,5,4,5,5,4,5,3,1,2,3,5,4,5,5,5,3,4,5,4,4,2,3,2,1,3,4,4,1,4,5,2,3,3,5,5,2,3,4,3,1,2,4,4,5,5,4,5,5,2,1,3,1,1,4,1,5,4,3,3,5,4,4,5,5,5,5,5,2,2,1,5,3,1,1,1,2,5,4,1,2,1,2,1,1,2,2,2,1,3,4,3,4,4,3,3,4,4,3,5,1,3,3,1,1,1,3,1,5,5,3,5,3,4,3,5,4,4,5,3,2,2,3,4,5,4,4,3,1,2,2,2,1,2,3,3,1,1,3,3,5,5,5,4,1,3,4,4,4,5,4,4,4,1,1,1,1,3,5,1,5,5,3
372,MS,M,18,R,GT3,T,3,2,other,other,course,no,yes,mother,2,1,1,no,yes,no,no,yes,no,2,5,5,5,5,5,10,11,13,13,mother,2,1,0,no,yes,no,no,yes,no,2,5,5,5,5,5,8,9,10,11,4,4,1,4,3,3,4,2,4,2,4,4,4,4,4,4,3,4,4,4,4,2,2,2,2,2,3,2,4,2,4,4,4,2,3,3,4,4,4,5,2,2,4,2,2,4,2,4,2,2,5,2,2,4,4,1,4,2,2,4,4,2,4,2,4,2,2,2,4,4,4,4,4,4,4,4,3,4,2,4,2,1,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,2,3,1,3,2,2,4,4,5,4,4,2,1,1,2,1,4,4,4,5,4,4,4,2,2,2,4,5,4,4,2,2,2,2,4,2,4,4,4,4,4,4,5,2,1,2,4,2,2,4,2,4,4,4,4,4,4,5,3,4,4,2,3,2,4,2
373,MS,M,18,R,GT3,T,4,2,other,other,home,yes,no,father,2,1,1,no,no,yes,no,yes,no,5,4,3,4,3,3,14,6,5,5,father,2,1,1,no,no,yes,no,yes,no,5,4,3,4,3,3,0,7,7,0,5,4,4,4,5,3,2,4,1,2,4,2,4,4,3,4,4,5,2,5,1,3,4,1,2,3,2,2,5,5,3,4,4,3,3,2,4,4,3,5,2,2,2,2,2,5,2,5,2,1,5,2,2,4,5,5,4,3,1,1,1,2,1,2,1,2,2,1,4,5,4,5,4,4,4,4,2,2,4,1,1,1,1,4,5,3,4,5,3,4,2,3,4,4,4,4,3,4,3,3,5,3,1,4,3,5,5,4,4,4,2,4,4,5,4,5,5,4,2,4,2,1,3,4,4,3,2,2,4,2,4,3,4,5,4,4,4,5,4,5,3,3,3,5,4,5,5,4,1,1,1,2,2,4,4,4,4,3,4,4,1,4,2
374,MS,M,18,R,LE3,T,1,2,at_home,services,other,yes,yes,father,3,1,0,no,yes,yes,yes,no,yes,4,3,3,2,3,3,3,14,12,12,father,3,1,0,no,yes,no,yes,no,yes,4,3,3,2,3,3,3,9,10,10,3,3,4,3,3,4,4,3,3,4,3,3,4,4,4,3,4,4,4,3,4,3,4,3,4,4,3,3,3,2,3,3,2,4,3,3,4,4,3,4,3,4,3,4,2,3,4,3,1,3,4,2,4,4,4,4,4,3,3,2,3,3,4,3,4,2,2,3,3,3,3,5,3,4,4,4,4,1,3,2,2,2,2,2,4,2,3,4,2,3,3,3,3,2,2,3,3,4,2,4,4,4,3,3,3,3,3,4,3,4,3,3,3,4,3,2,3,4,2,4,3,3,3,4,4,4,3,2,3,4,4,2,3,3,4,4,4,5,5,5,4,3,2,4,3,4,4,5,4,4,2,2,2,2,2,2,3,2,2,3,4,4,4
375,MS,M,18,R,LE3,T,3,2,services,other,course,no,yes,mother,3,1,0,no,no,no,no,yes,no,4,4,1,3,4,5,0,11,12,10,mother,3,1,0,no,no,no,no,yes,no,4,4,1,3,4,5,4,10,11,11,4,3,4,4,3,3,2,4,3,3,3,1,3,2,3,2,2,3,4,4,3,3,4,1,3,3,4,2,3,4,3,2,4,1,1,3,1,1,3,4,4,3,4,1,2,4,2,3,3,2,4,2,2,3,3,3,3,3,4,3,4,3,3,3,2,2,3,3,4,4,4,5,4,3,2,2,3,3,2,3,2,1,3,3,3,4,3,3,2,3,3,3,3,4,3,3,3,3,3,3,2,1,0,4,4,4,4,4,2,2,2,3,1,4,4,3,3,4,4,3,2,2,3,5,3,3,3,3,4,4,5,4,3,4,5,4,4,5,4,5,3,3,1,3,1,3,3,2,5,3,5,4,5,3,2,3,2,4,2,4,3,3,3
376,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,no,yes,father,1,2,0,no,no,yes,yes,yes,no,3,2,4,1,4,2,4,15,14,14,father,1,2,0,no,no,no,yes,yes,no,3,2,4,1,4,2,4,17,18,19,3,4,5,3,4,4,5,3,2,1,1,1,5,4,4,2,4,4,4,4,4,2,1,5,5,3,4,3,3,1,1,4,3,3,2,2,1,3,3,3,3,3,2,3,4,5,3,4,4,1,3,2,3,4,5,1,4,1,1,2,3,1,2,3,4,5,2,1,2,3,4,5,5,5,2,5,5,5,0,1,5,1,1,4,5,3,4,3,2,3,4,3,2,4,4,3,5,3,4,4,3,1,2,3,3,3,3,5,3,2,1,4,5,5,4,4,4,4,4,5,2,3,5,3,5,4,2,5,5,4,3,1,4,3,5,5,4,5,3,5,4,1,3,5,2,5,4,4,2,2,4,4,3,4,2,3,5,3,4,4,3,2,3
377,MS,M,18,U,LE3,T,1,1,other,services,home,no,yes,father,2,1,0,no,no,no,no,yes,yes,3,3,2,1,2,3,4,10,10,10,father,2,1,0,no,no,no,no,yes,yes,3,3,2,1,2,3,2,14,13,14,1,1,1,1,1,1,2,5,5,2,5,4,5,5,5,5,5,5,5,2,5,1,2,1,1,3,2,1,4,5,1,5,5,4,5,5,5,4,5,2,1,2,5,1,1,1,1,1,1,5,5,5,5,3,5,1,4,2,4,3,5,4,4,1,1,1,1,1,5,5,2,5,5,5,4,5,1,1,1,5,1,1,2,5,5,5,5,5,5,2,1,1,1,5,5,5,5,3,4,5,4,1,2,5,5,5,5,5,1,1,1,1,2,4,5,5,4,5,1,5,1,2,5,2,3,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,4,4,2,4,4,4,2,4,4,1,5,5,5,4,2,5,2,1,2,1
378,MS,M,18,U,LE3,T,1,3,at_home,services,course,yes,yes,mother,1,1,1,no,no,no,no,no,yes,4,3,3,2,3,3,7,8,7,8,mother,1,1,0,no,no,no,no,no,yes,4,3,3,2,3,3,0,9,10,9,2,4,4,3,4,4,2,4,2,4,4,4,5,5,5,4,5,5,3,4,2,4,4,2,4,4,4,4,2,4,1,2,2,5,4,4,4,5,3,2,2,2,1,3,2,4,2,4,2,2,3,2,2,4,4,1,5,4,2,2,5,2,4,4,4,4,4,3,3,3,2,3,3,2,1,1,1,3,3,1,5,2,4,2,4,3,3,5,2,4,2,4,4,2,3,2,2,2,2,2,3,4,2,4,5,3,4,4,2,2,5,3,4,4,2,2,3,4,4,4,5,4,4,4,2,4,2,2,4,4,4,2,3,4,3,4,4,4,4,5,5,4,2,4,2,4,4,4,2,1,4,4,3,3,1,5,4,2,3,4,3,4,4
379,MS,M,18,U,LE3,T,4,4,teacher,services,other,yes,yes,mother,2,3,0,no,no,yes,no,yes,yes,4,2,2,2,2,5,0,13,13,13,mother,2,3,0,no,no,no,no,yes,yes,4,2,2,2,2,5,0,15,16,16,4,4,3,4,4,4,4,2,2,3,3,2,2,3,5,3,1,2,3,2,3,4,4,2,5,4,4,3,5,3,3,4,1,4,4,0,3,4,3,2,1,2,1,3,5,4,4,4,5,1,1,3,1,3,2,2,2,4,4,5,5,4,4,5,5,4,5,4,1,1,2,1,2,2,4,1,1,5,4,2,2,3,3,1,3,3,3,3,2,3,4,4,3,2,4,5,5,3,3,4,3,2,3,2,3,1,4,1,5,5,2,5,3,4,2,3,5,3,4,3,3,3,4,4,4,5,3,4,2,2,3,2,1,1,5,1,2,3,1,2,5,5,5,3,2,3,2,2,4,4,4,4,2,3,2,1,2,2,4,2,1,5,3
38,GP,F,15,U,LE3,T,4,3,services,services,reputation,yes,yes,father,1,2,0,yes,no,no,yes,yes,yes,4,4,4,2,4,2,0,10,10,10,father,1,2,0,yes,no,no,yes,yes,yes,4,4,4,2,4,2,0,13,12,12,4,5,5,5,4,3,4,2,1,3,5,5,5,5,5,5,5,5,2,5,1,1,2,1,5,2,1,3,5,5,5,5,5,5,5,5,5,5,5,4,1,4,1,1,1,5,1,5,5,1,5,2,1,4,4,5,3,3,4,4,4,4,4,2,1,3,1,3,5,4,5,5,4,5,5,5,5,4,3,5,1,1,1,3,3,2,2,4,4,4,4,3,2,5,5,5,5,5,3,5,3,1,1,5,5,5,5,1,5,5,2,5,5,5,5,4,5,5,5,5,1,1,2,5,4,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,1,2,1,5,1,5,5,5,2,1,5,5,1,5,2,5,5,5,5,4,1,4,3
380,MS,M,19,R,GT3,T,1,1,other,other,home,yes,yes,other,3,1,1,no,yes,no,no,yes,no,4,4,4,3,3,5,4,8,8,8,other,3,1,1,no,yes,no,no,yes,no,4,4,4,3,3,5,4,8,9,10,5,5,5,5,5,4,5,4,1,2,3,2,4,5,5,3,3,4,1,1,3,1,2,4,5,3,5,4,1,1,1,1,2,4,3,2,4,4,4,2,3,3,3,5,3,4,4,4,3,1,2,5,5,4,5,5,5,4,1,2,3,1,3,4,1,4,5,5,2,4,2,3,2,3,4,1,1,1,2,1,2,1,3,2,3,4,1,4,1,3,4,5,3,4,2,1,2,4,4,4,4,4,4,3,1,1,1,4,4,4,3,4,3,2,2,2,4,3,4,3,3,4,4,3,4,5,5,4,3,4,3,4,5,1,2,4,2,4,3,4,4,5,2,5,3,4,3,5,3,4,4,2,2,2,1,1,3,2,3,1,4,4,4
381,MS,M,19,R,GT3,T,1,1,other,services,home,yes,yes,other,3,2,3,no,no,no,no,yes,no,5,4,4,3,3,2,8,8,7,8,other,3,2,1,no,no,no,no,yes,no,5,4,4,3,3,2,8,10,9,11,5,5,5,5,5,5,5,2,1,2,4,5,5,5,4,4,4,3,4,4,2,1,1,4,4,3,4,2,1,1,2,2,4,2,2,2,3,3,4,3,3,3,3,1,1,2,1,5,2,4,5,1,1,3,4,1,5,2,4,1,3,3,4,3,1,1,2,2,4,4,5,5,5,5,5,5,1,4,3,3,3,1,4,4,5,5,2,4,1,4,4,4,4,5,4,5,5,4,2,4,4,1,2,5,5,5,5,5,1,2,1,4,2,4,1,4,4,4,4,3,2,4,4,4,4,4,5,4,1,1,1,2,1,5,5,5,5,5,5,5,1,4,1,3,1,4,4,4,4,2,5,2,4,2,2,2,1,3,2,4,4,5,4
382,MS,M,19,R,GT3,T,1,1,other,services,other,yes,no,mother,2,1,1,no,no,no,no,yes,no,4,3,2,1,3,5,0,6,5,0,mother,2,1,1,no,no,no,no,yes,no,4,3,2,1,3,5,0,5,8,0,5,4,4,4,0,3,4,4,4,2,4,2,5,4,4,4,4,3,5,4,2,2,4,2,5,4,4,2,4,3,1,2,1,4,5,4,2,2,4,2,2,2,4,5,4,5,4,5,5,2,2,1,2,4,4,5,4,5,2,2,4,3,4,5,4,2,5,5,1,2,1,4,4,4,0,4,4,4,5,1,2,3,1,4,4,2,2,4,2,4,4,4,3,4,2,2,4,4,3,4,2,4,4,4,4,1,5,4,5,5,2,5,5,5,4,4,4,4,4,4,2,4,5,4,4,5,5,3,2,4,2,4,4,1,2,4,4,2,1,4,5,5,4,4,4,4,4,3,4,3,2,2,4,2,2,1,2,3,2,1,4,5,4
